0,70,281.0,200.0
0,74,176.0,200.0
0,13,255.0,200.0
0,81,251.0,200.0
0,50,169.0,200.0
0,19,275.0,200.0
0,85,190.0,200.0
0,25,95.7,20.0
0,30,253.0,200.0
1,33,124.0,200.0
1,40,206.0,200.0
1,9,214.0,200.0
1,42,232.0,200.0
1,43,218.0,200.0
1,46,289.0,200.0
1,84,120.0,200.0
1,78,126.6,20.0
1,22,202.0,200.0
1,73,252.0,200.0
1,56,215.0,200.0
1,23,95.7,20.0
1,28,219.0,200.0
1,31,289.0,200.0
2,98,138.0,200.0
2,5,118.0,200.0
2,38,163.0,200.0
2,8,233.0,200.0
2,73,101.4,20.0
2,11,138.9,20.0
2,78,190.0,200.0
2,51,266.0,200.0
2,6,186.0,200.0
2,92,172.0,200.0
2,94,156.3,20.0
2,95,132.0,200.0
3,64,144.0,200.0
3,97,109.0,200.0
3,35,250.0,200.0
3,73,120.0,20.0
3,75,117.6,20.0
3,12,170.0,200.0
3,46,190.0,200.0
3,79,114.0,200.0
3,16,194.0,200.0
3,81,274.0,200.0
3,85,273.0,200.0
3,54,154.8,20.0
3,57,76.5,20.0
3,59,126.0,200.0
3,28,133.0,200.0
3,94,135.9,20.0
4,69,115.0,200.0
4,70,288.0,200.0
4,81,182.1,20.0
4,50,135.0,200.0
4,51,218.0,200.0
4,23,279.0,200.0
4,56,269.0,200.0
4,58,293.0,200.0
4,60,273.0,200.0
5,36,255.0,200.0
5,9,127.0,200.0
5,10,138.0,20.0
5,43,252.0,200.0
5,17,80.4,20.0
5,52,258.0,200.0
5,53,138.0,200.0
5,25,189.0,200.0
5,62,139.8,20.0
5,68,119.1,20.0
5,61,238.0,200.0
5,94,154.5,20.0
5,95,208.0,200.0
6,97,195.0,200.0
6,35,222.0,200.0
6,38,128.0,200.0
6,8,250.0,200.0
6,48,268.0,200.0
6,55,178.0,200.0
6,58,120.0,200.0
6,61,145.0,200.0
7,82,148.0,200.0
7,85,278.0,200.0
7,62,266.0,200.0
7,39,102.0,200.0
8,0,259.0,200.0
8,16,120.0,200.0
8,67,132.6,20.0
8,38,136.5,20.0
8,72,112.0,200.0
8,78,232.0,200.0
8,80,248.0,200.0
8,54,268.0,200.0
8,29,196.0,200.0
9,4,169.0,200.0
9,37,117.9,20.0
9,50,217.0,200.0
9,16,129.0,200.0
9,17,141.0,200.0
9,82,172.0,200.0
9,51,270.0,200.0
9,84,222.0,200.0
9,23,105.0,200.0
9,94,116.4,20.0
10,42,279.0,200.0
10,12,264.0,200.0
10,17,145.8,20.0
10,19,248.0,200.0
10,23,182.1,20.0
10,58,118.0,200.0
10,91,208.5,20.0
11,38,156.0,200.0
11,69,274.0,200.0
11,85,154.5,20.0
11,62,113.0,200.0
11,39,157.2,20.0
12,67,147.0,200.0
12,6,114.3,20.0
12,8,266.0,200.0
12,44,238.0,200.0
12,45,141.9,20.0
12,88,193.0,200.0
12,89,218.0,200.0
12,60,170.7,20.0
13,32,222.0,200.0
13,5,269.0,200.0
13,38,262.0,200.0
13,74,125.0,200.0
13,15,146.1,20.0
13,30,216.0,200.0
14,65,237.0,200.0
14,68,114.9,20.0
14,20,141.0,200.0
14,57,265.0,200.0
14,88,164.0,200.0
14,25,118.0,200.0
14,26,102.0,200.0
14,28,240.0,200.0
14,94,150.3,20.0
14,95,88.5,20.0
15,1,243.0,200.0
15,2,100.8,20.0
15,3,144.0,200.0
15,68,116.0,200.0
15,70,164.0,200.0
15,71,230.0,200.0
15,40,171.0,200.0
15,9,215.0,200.0
15,11,125.1,20.0
15,16,189.0,200.0
15,81,129.0,200.0
15,51,220.0,200.0
15,21,119.0,200.0
15,56,248.0,200.0
15,25,131.0,200.0
15,26,240.0,200.0
15,95,249.0,200.0
16,34,173.0,200.0
16,8,112.0,200.0
16,73,206.0,200.0
16,11,176.7,20.0
16,44,300.0,200.0
16,76,138.9,20.0
16,30,219.0,200.0
16,61,122.0,200.0
16,94,259.0,200.0
17,2,113.0,200.0
17,99,150.0,20.0
17,36,145.8,20.0
17,37,280.0,200.0
17,7,105.0,200.0
17,40,294.0,200.0
17,43,171.0,200.0
17,76,241.0,200.0
17,34,142.8,20.0
17,50,163.0,200.0
17,57,128.4,20.0
17,60,239.0,200.0
18,1,236.0,200.0
18,66,152.7,20.0
18,35,296.0,200.0
18,38,244.0,200.0
18,65,285.0,200.0
18,72,139.2,20.0
18,75,281.0,200.0
18,14,104.0,200.0
18,47,114.6,20.0
18,99,245.0,200.0
18,60,136.0,200.0
19,0,298.0,200.0
19,68,238.0,200.0
19,12,170.7,20.0
19,13,221.0,200.0
19,47,129.0,200.0
19,18,173.4,20.0
19,53,105.3,20.0
19,60,234.0,200.0
20,65,150.9,20.0
20,34,229.0,200.0
20,4,183.0,200.0
20,41,172.0,200.0
20,10,257.0,200.0
20,98,135.3,20.0
20,18,298.0,200.0
20,51,109.0,200.0
20,57,185.0,200.0
21,80,213.0,200.0
21,72,192.0,200.0
21,9,143.7,20.0
21,42,272.0,200.0
21,43,144.9,20.0
21,45,164.4,20.0
21,78,137.7,20.0
21,47,246.0,200.0
21,48,161.4,20.0
21,62,206.0,200.0
21,95,156.0,200.0
22,32,134.0,200.0
22,34,204.0,200.0
22,68,269.0,200.0
22,73,186.0,200.0
22,44,202.0,200.0
22,98,125.4,20.0
22,46,140.0,200.0
22,45,138.0,200.0
22,82,103.0,200.0
22,51,248.0,200.0
22,52,260.0,200.0
22,53,177.0,200.0
22,54,123.0,200.0
22,23,277.0,200.0
22,56,235.0,200.0
22,57,156.0,200.0
22,79,113.0,200.0
22,95,126.6,20.0
23,16,206.0,200.0
23,71,193.0,200.0
23,40,232.0,200.0
23,10,230.0,200.0
23,78,103.0,200.0
23,80,127.0,200.0
23,53,170.0,200.0
23,55,244.0,200.0
23,56,245.0,200.0
23,89,181.0,200.0
23,85,153.0,200.0
24,66,132.0,200.0
24,5,276.0,200.0
24,12,225.0,200.0
24,2,102.3,20.0
24,78,281.0,200.0
24,80,128.1,20.0
24,53,89.4,20.0
24,56,247.0,200.0
24,89,272.0,200.0
24,59,291.0,200.0
24,62,176.0,200.0
24,37,276.0,200.0
25,16,171.0,200.0
25,2,205.0,200.0
25,99,253.0,200.0
25,37,192.0,200.0
25,39,187.0,200.0
25,43,169.0,200.0
25,12,179.0,200.0
25,45,200.0,200.0
25,47,160.0,200.0
25,48,117.0,20.0
25,11,118.2,20.0
25,31,194.0,200.0
25,29,101.0,200.0
25,62,277.0,200.0
25,95,177.0,200.0
26,32,182.0,200.0
26,67,127.0,200.0
26,71,109.0,200.0
26,41,95.4,20.0
26,62,298.0,200.0
26,77,140.0,200.0
26,21,163.0,200.0
26,86,173.0,200.0
26,24,98.1,20.0
26,89,130.0,200.0
26,91,133.0,200.0
26,60,217.0,200.0
26,94,119.7,20.0
26,53,176.0,200.0
27,32,234.0,200.0
27,8,188.0,200.0
27,42,137.0,200.0
27,14,133.0,200.0
27,81,213.0,200.0
27,51,165.0,200.0
27,53,108.6,20.0
27,24,157.0,200.0
27,26,236.0,200.0
27,58,97.8,20.0
27,62,99.9,20.0
27,95,136.0,200.0
28,66,165.0,200.0
28,4,299.0,200.0
28,44,292.0,200.0
28,77,211.0,200.0
28,79,125.4,20.0
28,89,170.0,200.0
28,58,107.4,20.0
28,63,202.0,200.0
29,48,289.0,200.0
29,54,150.0,200.0
29,77,232.0,200.0
29,47,157.0,200.0
29,80,104.0,200.0
29,83,237.0,200.0
29,22,286.0,200.0
30,34,244.0,200.0
30,68,268.0,200.0
30,71,155.4,20.0
30,98,188.7,20.0
30,56,180.0,200.0
30,19,179.1,20.0
30,24,145.5,20.0
30,36,262.0,200.0
31,99,201.0,200.0
31,36,130.0,200.0
31,38,135.3,20.0
31,40,283.0,200.0
31,9,193.0,200.0
31,14,267.0,200.0
31,35,153.3,20.0
31,68,121.0,200.0
31,58,233.0,200.0
31,59,100.0,200.0
31,28,103.0,200.0
31,95,260.0,200.0
32,0,110.0,200.0
32,97,257.0,200.0
32,34,120.0,200.0
32,3,292.0,200.0
32,39,100.0,200.0
32,42,108.0,200.0
32,75,202.0,200.0
32,44,184.0,200.0
32,81,280.0,200.0
32,35,115.8,20.0
32,84,128.4,20.0
32,53,128.0,200.0
32,55,143.0,200.0
32,90,200.0,200.0
32,91,138.0,20.0
33,4,146.0,200.0
33,7,159.0,200.0
33,10,259.0,200.0
33,46,156.0,200.0
33,16,123.0,200.0
33,81,175.2,20.0
33,54,150.9,20.0
33,59,60.3,20.0
33,93,211.0,200.0
33,31,101.0,200.0
34,3,216.0,200.0
34,66,295.0,200.0
34,35,266.0,200.0
34,40,216.0,200.0
34,80,286.0,200.0
34,82,166.0,200.0
34,83,138.0,200.0
34,20,110.0,200.0
34,56,121.5,20.0
34,89,117.0,200.0
34,93,135.0,200.0
35,3,276.0,200.0
35,40,244.0,200.0
35,75,142.0,200.0
35,79,117.0,20.0
35,50,180.0,200.0
35,20,290.0,200.0
36,60,300.0,200.0
36,5,183.0,200.0
36,87,225.3,20.0
37,35,118.5,20.0
37,4,169.0,200.0
37,42,224.0,200.0
37,79,119.0,200.0
37,80,151.0,200.0
37,21,114.0,200.0
37,87,167.4,20.0
38,65,239.0,200.0
38,22,165.0,200.0
