0,34,171.0,200.0
0,39,267.0,200.0
0,8,126.0,200.0
0,45,240.0,200.0
0,14,242.0,200.0
0,13,108.0,200.0
0,16,177.0,200.0
0,26,176.0,200.0
0,27,232.0,200.0
0,28,200.0,200.0
1,35,178.0,200.0
1,6,229.0,200.0
1,12,274.0,200.0
1,43,231.0,200.0
1,44,285.0,200.0
1,13,134.0,200.0
1,15,210.0,200.0
1,48,260.0,200.0
1,17,35.3,20.0
1,20,198.0,200.0
1,21,193.0,200.0
1,26,220.0,200.0
1,29,152.0,200.0
1,31,212.0,200.0
2,0,295.0,200.0
2,6,105.0,200.0
2,42,231.0,200.0
2,46,101.0,200.0
2,15,284.0,200.0
2,21,221.0,200.0
2,22,249.0,200.0
2,47,249.0,200.0
2,10,25.7,20.0
3,2,103.0,200.0
3,35,162.0,200.0
3,5,237.0,200.0
3,39,100.0,200.0
3,10,214.0,200.0
3,7,289.0,200.0
3,45,133.0,200.0
3,46,163.0,200.0
3,49,158.0,200.0
3,23,142.0,200.0
3,24,193.0,200.0
3,42,164.0,200.0
4,33,299.0,200.0
4,5,179.0,200.0
4,10,124.0,200.0
4,49,110.0,200.0
4,20,237.0,200.0
4,31,231.0,200.0
5,0,106.0,200.0
5,35,47.8,20.0
5,36,262.0,200.0
5,37,160.0,200.0
5,40,172.0,200.0
5,20,38.9,20.0
6,34,243.0,200.0
6,7,289.0,200.0
6,10,152.0,200.0
6,11,189.0,200.0
6,14,292.0,200.0
6,20,124.0,200.0
6,26,202.0,200.0
6,30,298.0,200.0
7,4,48.5,20.0
7,17,282.0,200.0
7,46,271.0,200.0
7,47,199.0,200.0
7,49,36.7,20.0
7,18,126.0,200.0
7,20,39.7,20.0
7,21,166.0,200.0
7,22,182.0,200.0
7,27,230.0,200.0
7,30,202.0,200.0
8,1,286.0,200.0
8,38,247.0,200.0
8,33,300.0,200.0
8,40,138.0,200.0
8,10,25.6,20.0
8,14,114.0,200.0
8,18,201.0,200.0
8,19,161.0,200.0
8,26,136.0,200.0
9,3,298.0,200.0
9,40,168.0,200.0
9,10,51.2,20.0
9,11,282.0,200.0
9,16,219.0,200.0
9,19,160.0,200.0
10,0,170.0,200.0
10,2,292.0,200.0
10,6,183.0,200.0
10,8,29.6,20.0
10,46,226.0,200.0
10,47,233.0,200.0
10,48,48.3,20.0
10,18,118.0,200.0
10,24,37.0,20.0
11,0,188.0,200.0
11,7,229.0,200.0
11,41,173.0,200.0
11,12,163.0,200.0
11,46,217.0,200.0
11,17,49.7,20.0
11,25,28.5,20.0
11,30,273.0,200.0
12,1,152.0,200.0
12,34,247.0,200.0
12,4,165.0,200.0
12,5,125.0,200.0
12,41,230.0,200.0
12,44,163.0,200.0
12,45,118.0,200.0
12,14,116.0,200.0
12,30,213.0,200.0
13,2,105.0,200.0
13,5,169.0,200.0
13,10,230.0,200.0
13,45,250.0,200.0
13,18,237.0,200.0
13,19,130.0,200.0
13,20,175.0,200.0
14,3,283.0,200.0
14,10,142.0,200.0
14,11,204.0,200.0
14,12,168.0,200.0
14,18,134.0,200.0
14,20,220.0,200.0
14,27,105.0,200.0
14,28,169.0,200.0
14,29,244.0,200.0
14,31,166.0,200.0
15,0,233.0,200.0
15,34,236.0,200.0
15,36,196.0,200.0
15,5,231.0,200.0
15,38,212.0,200.0
15,9,195.0,200.0
15,12,223.0,200.0
15,48,204.0,200.0
15,19,246.0,200.0
15,20,157.0,200.0
15,22,125.0,200.0
15,41,207.0,200.0
15,27,119.0,200.0
15,28,127.0,200.0
15,30,171.0,200.0
16,32,232.0,200.0
16,33,194.0,200.0
16,4,216.0,200.0
16,38,105.0,200.0
16,39,198.0,200.0
16,18,259.0,200.0
16,30,290.0,200.0
16,31,157.0,200.0
17,33,165.0,200.0
17,18,146.0,200.0
17,20,41.7,20.0
17,21,180.0,200.0
17,38,175.0,200.0
18,32,132.0,200.0
18,1,180.0,200.0
18,35,161.0,200.0
18,7,105.0,200.0
18,44,126.0,200.0
18,13,297.0,200.0
18,15,175.0,200.0
18,49,241.0,200.0
18,20,271.0,200.0
18,21,236.0,200.0
18,24,252.0,200.0
18,26,234.0,200.0
19,32,262.0,200.0
19,36,28.6,20.0
19,37,54.8,20.0
19,41,149.0,200.0
19,23,287.0,200.0
19,26,220.0,200.0
19,29,120.0,200.0
20,0,209.0,200.0
20,33,285.0,200.0
20,34,300.0,200.0
20,35,137.0,200.0
20,39,237.0,200.0
20,16,111.0,200.0
21,8,146.0,200.0
21,9,230.0,200.0
21,11,137.0,200.0
21,44,285.0,200.0
21,45,188.0,200.0
21,22,255.0,200.0
21,25,42.2,20.0
21,28,170.0,200.0
21,29,159.0,200.0
22,2,34.6,20.0
22,4,47.7,20.0
22,6,45.1,20.0
22,8,275.0,200.0
22,42,178.0,200.0
22,46,236.0,200.0
22,15,126.0,200.0
22,16,261.0,200.0
22,17,140.0,200.0
22,26,210.0,200.0
23,1,132.0,200.0
23,38,189.0,200.0
23,39,116.0,200.0
23,41,258.0,200.0
23,15,196.0,200.0
23,16,216.0,200.0
23,21,256.0,200.0
23,25,220.0,200.0
24,1,284.0,200.0
24,4,48.5,20.0
24,37,151.0,200.0
24,6,298.0,200.0
24,33,271.0,200.0
24,15,118.0,200.0
24,48,113.0,200.0
24,49,269.0,200.0
24,21,206.0,200.0
24,30,228.0,200.0
25,34,200.0,200.0
25,3,147.0,200.0
25,7,171.0,200.0
25,9,254.0,200.0
25,12,163.0,200.0
25,47,182.0,200.0
25,16,260.0,200.0
25,49,300.0,200.0
25,19,250.0,200.0
25,20,287.0,200.0
25,41,126.0,200.0
25,44,32.6,20.0
25,31,273.0,200.0
26,7,295.0,200.0
26,42,264.0,200.0
26,43,188.0,200.0
26,44,229.0,200.0
26,17,133.0,200.0
26,23,265.0,200.0
27,2,101.0,200.0
27,36,216.0,200.0
27,38,167.0,200.0
27,41,100.0,200.0
27,34,124.0,200.0
