0,34,171,200
0,39,267,200
0,8,126,200
0,13,108,200
0,14,242,200
0,45,240,200
0,16,177,200
0,26,176,200
0,27,232,200
0,28,200,200
1,35,178,200
1,6,229,200
1,44,285,200
1,43,231,200
1,12,274,200
1,13,134,200
1,15,210,200
1,48,260,200
1,17,35.3,20.0
1,20,198,200
1,21,193,200
1,26,220,200
1,29,152,200
1,31,212,200
2,0,295,200
2,6,105,200
2,42,231,200
2,46,101,200
2,15,284,200
2,21,221,200
2,22,249,200
2,47,249,200
2,10,25.7,20.0
3,2,103,200
3,35,162,200
3,5,237,200
3,7,289,200
3,10,214,200
3,39,100,200
3,45,133,200
3,46,163,200
3,49,158,200
3,23,142,200
3,24,193,200
3,42,164,200
4,33,299,200
4,5,179,200
4,10,124,200
4,49,110,200
4,20,237,200
4,31,231,200
5,0,106,200
5,35,47.8,20.0
5,36,262,200
5,37,160,200
5,40,172,200
5,20,38.9,20.0
6,34,243,200
6,7,289,200
6,10,152,200
6,11,189,200
6,14,292,200
6,20,124,200
6,26,202,200
6,30,298,200
7,4,48.5,20.0
7,49,36.7,20.0
7,46,271,200
7,47,199,200
7,17,282,200
7,18,126,200
7,20,39.7,20.0
7,21,166,200
7,22,182,200
7,27,230,200
7,30,202,200
8,1,286,200
8,38,247,200
8,33,300,200
8,40,138,200
8,10,25.6,20.0
8,14,114,200
8,18,201,200
8,19,161,200
8,26,136,200
9,3,298,200
9,40,168,200
9,10,51.2,20.0
9,11,282,200
9,16,219,200
9,19,160,200
10,0,170,200
10,2,292,200
10,6,183,200
10,8,29.6,20.0
10,46,226,200
10,47,233,200
10,48,48.3,20.0
10,18,118,200
10,24,37.0,20.0
11,0,188,200
11,7,229,200
11,41,173,200
11,12,163,200
11,46,217,200
11,17,49.7,20.0
11,25,28.5,20.0
11,30,273,200
12,1,152,200
12,34,247,200
12,4,165,200
12,5,125,200
12,41,230,200
12,44,163,200
12,45,118,200
12,14,116,200
12,30,213,200
13,2,105,200
13,5,169,200
13,10,230,200
13,45,250,200
13,18,237,200
13,19,130,200
13,20,175,200
14,3,283,200
14,10,142,200
14,11,204,200
14,12,168,200
14,18,134,200
14,20,220,200
14,27,105,200
14,28,169,200
14,29,244,200
14,31,166,200
15,0,233,200
15,34,236,200
15,36,196,200
15,5,231,200
15,38,212,200
15,9,195,200
15,12,223,200
15,48,204,200
15,19,246,200
15,20,157,200
15,22,125,200
15,41,207,200
15,27,119,200
15,28,127,200
15,30,171,200
16,32,232,200
16,33,194,200
16,4,216,200
16,38,105,200
16,39,198,200
16,18,259,200
16,30,290,200
16,31,157,200
17,33,165,200
17,18,146,200
17,20,41.7,20.0
17,21,180,200
17,38,175,200
18,32,132,200
18,1,180,200
18,35,161,200
18,7,105,200
18,44,126,200
18,13,297,200
18,15,175,200
18,49,241,200
18,20,271,200
18,21,236,200
18,24,252,200
18,26,234,200
19,32,262,200
19,36,28.6,20.0
19,37,54.8,20.0
19,41,149,200
19,23,287,200
19,26,220,200
19,29,120,200
20,0,209,200
20,33,285,200
20,34,300,200
20,35,137,200
20,39,237,200
20,16,111,200
21,8,146,200
21,9,230,200
21,11,137,200
21,44,285,200
21,45,188,200
21,22,255,200
21,25,42.2,20.0
21,28,170,200
21,29,159,200
22,2,34.6,20.0
22,4,47.7,20.0
22,6,45.1,20.0
22,8,275,200
22,42,178,200
22,46,236,200
22,15,126,200
22,16,261,200
22,17,140,200
22,26,210,200
23,1,132,200
23,38,189,200
23,39,116,200
23,41,258,200
23,15,196,200
23,16,216,200
23,21,256,200
23,25,220,200
24,1,284,200
24,4,48.5,20.0
24,37,151,200
24,6,298,200
24,33,271,200
24,15,118,200
24,48,113,200
24,49,269,200
24,21,206,200
24,30,228,200
25,34,200,200
25,3,147,200
25,7,171,200
25,9,254,200
25,12,163,200
25,47,182,200
25,16,260,200
25,49,300,200
25,19,250,200
25,20,287,200
25,41,126,200
25,44,32.6,20.0
25,31,273,200
26,7,295,200
26,42,264,200
26,43,188,200
26,44,229,200
26,17,133,200
26,23,265,200
27,2,101,200
27,36,216,200
27,38,167,200
27,41,100,200
27,34,124,200
27,13,182,200
27,48,284,200
27,19,197,200
27,20,288,200
27,22,32.9,20.0
27,24,237,200
27,28,238,200
27,29,151,200
27,30,268,200
28,43,149,200
28,5,147,200
28,42,297,200
28,11,154,200
28,45,221,200
28,46,292,200
28,27,147,200
28,10,219,200
29,32,184,200
29,1,262,200
29,2,277,200
29,3,234,200
29,41,195,200
29,14,266,200
29,47,191,200
29,16,166,200
29,21,184,200
30,40,116,200
30,9,119,200
30,44,49.5,20.0
30,14,235,200
30,31,40.1,20.0
31,34,240,200
31,43,251,200
31,37,105,200
31,6,188,200
31,10,159,200
31,11,187,200
31,44,290,200
31,13,129,200
31,25,266,200
31,27,102,200
32,0,110,200
32,33,282,200
32,34,212,200
32,38,156,200
32,10,208,200
32,47,185,200
32,20,214,200
32,21,125,200
32,42,50.4,20.0
33,32,157,200
33,4,26.8,20.0
33,11,207,200
33,12,103,200
33,47,284,200
33,49,121,200
33,15,223,200
34,3,280,200
34,4,131,200
34,8,260,200
34,9,218,200
34,43,211,200
34,14,107,200
34,15,144,200
34,48,34.8,20.0
34,17,210,200
34,19,257,200
34,20,125,200
34,23,223,200
34,27,198,200
35,1,144,200
35,4,43.8,20.0
35,38,102,200
35,43,217,200
